fen	bestmove	score_cp	multipv	suite	split	case_id	random_prefix	takeover_plies	final_ply	worker	attempt
rnbakabn1/9/7c1/p3C1p1r/2p5p/4P4/P1P3P1P/1C2B4/9/RcBAKA1NR w	e6i6	3281	1:e6i6:3281;2:a0b0:1819;3:b2b6:1285;4:e6e5:600	random_pikafish_takeover	seed	case-000600	12	2	14	0	102
2bk2b2/8r/3a4n/2n3p2/p1p4r1/2B1p2p1/P1P3P2/NR2B4/2R6/3AKAC2 w	c1d1	13	1:c1d1:13;2:b2b9:12;3:b2b6:9;4:b2b7:7	random_pikafish_takeover	seed	case-000601	78	2	80	3	104
3a1a1n1/6r2/4kC2b/pR3c2p/2Pc2p2/3C4P/P4p3/8R/4A4/2BAK1BN1 b	g8g6	-9999	1:g8g6:-9999;2:d5e5:-9999;3:f6c6:-31991;4:f6d6:-31992	random_pikafish_takeover	seed	case-000602	81	2	83	4	104
1r1akab1r/9/n6cn/2p3p1p/p3p1b2/9/P1P1P1P1P/2C1B3R/3N5/R2AKABN1 b	b9b1	122	1:b9b1:122;2:h7e7:64;3:i9i8:54;4:i6i5:17	random_pikafish_takeover	seed	case-000603	19	2	21	1	103
1n2kabnr/4r4/3a5/2p3p1p/p1b4R1/2P1p4/P2C2P1P/3cB1N2/R8/1NBAK4 b	d2g2	767	1:d2g2:767;2:e8b8:501;3:e4e3:472;4:i9i8:92	random_pikafish_takeover	seed	case-000604	39	2	41	5	103
5ab2/4k2r1/2nR5/4p1p2/p1b5p/P1pC3Cn/2c1P1P2/B3B4/2N1A2N1/3AK3R w	d7c7	5387	1:d7c7:5387;2:h4c4:5301;3:d4d6:5114;4:d4e4:4975	random_pikafish_takeover	seed	case-000605	82	2	84	2	105
1n2kabn1/r3a4/b4c3/p3p1p1p/2p4r1/2BC2B2/P1P1P1P1P/8N/2N2R3/3AKA2R w	g4e2	-716	1:g4e2:-716;2:i0h0:-1031;3:d4e4:-1210;4:c4e2:-1450	random_pikafish_takeover	seed	case-000606	66	2	68	0	103
3akar2/7c1/n3b3n/2p1p1p2/p1P3b1P/P1B1P1R2/2r6/B1N2AC2/9/1R1AKC3 b	h8h0	-69	1:h8h0:-69;2:c6c5:-217;3:g9h9:-280;4:a5a4:-445	random_pikafish_takeover	seed	case-000607	87	2	89	3	105
C1b2abnr/5k3/2c6/p1p1p1p1p/6c2/6P2/P1P1P2CP/1R4N2/9/1NBAKAB1R b	g5e5	-9999	1:g5e5:-9999;2:g5g2:-9999;3:i9i7:-9999;4:g5i5:-9999	random_pikafish_takeover	seed	case-000608	13	2	15	4	105
2bk2bn1/2n1R4/3r5/p3P4/P1p3p2/3c2P2/2c1C4/4B1N2/4KN3/R1B2A3 w	e3d3	6102	1:e3d3:6102;2:a0a4:4592;3:e8g8:4466;4:e6e7:4129	random_pikafish_takeover	seed	case-000609	88	2	90	1	104
r1bak1b2/4a3r/n1c5n/p1p6/3N2P2/C1c6/P7P/BRNA3pB/5C3/3K1A3 b	i8f8	3105	1:i8f8:3105;2:c7d7:3070;3:a6a5:3055;4:a9b9:2793	random_pikafish_takeover	seed	case-000610	83	2	85	5	104
1r1a1ab2/5k2r/4b2c1/p3p3p/2p6/4P4/P1Pc3RP/2C6/4A3N/1NB1KAB2 b	b9b0	3489	1:b9b0:3489;2:d3a3:3242;3:d3d1:2756;4:d3d7:2736	random_pikafish_takeover	seed	case-000611	37	2	39	2	106
r3k4/9/b3nR3/4p1p1p/pnp1P1b2/P7P/2P1r1P2/B2A4B/9/RN1K1A3 w	b0d1	-1469	1:b0d1:-1469;2:d2e1:-1760;3:f0e1:-1853;4:a0a1:-1833	random_pikafish_takeover	seed	case-000612	60	2	62	0	104
rcn1ka1nr/9/b4a2b/4p1p1p/p1p1P4/2P6/P5P1P/B2C5/1C3K3/Rc1A1ABNR w	e5e6	477	1:e5e6:477;2:d2e2:12;3:h0g2:-8;4:i0i2:-28	random_pikafish_takeover	seed	case-000613	40	2	42	3	106
2ba1a3/3rk3c/n5n2/2p1p1p1r/p5b2/1CP1N1P1p/P3P3P/4B4/4KR3/1NBA1A2R w	i0h0	798	1:i0h0:798;2:g4g5:655;3:e1e0:524;4:f1f7:455	random_pikafish_takeover	seed	case-000614	42	2	44	4	106
1n1akabn1/6C2/1c7/p1p4rp/1C4p2/P1P6/3r2P1P/B1N2A2B/c3A4/4K2NR b	a1a0	9999	1:a1a0:9999;2:h6d6:9999;3:b7e7:5486;4:a1c1:5414	random_pikafish_takeover	seed	case-000615	63	2	65	1	105
1n1akab2/9/br1c4r/p1p4C1/1c3C1n1/P5pp1/R1P1p4/N7B/4A4/2BAK2R1 b	b5e5	4945	1:b5e5:4945;2:h5f4:4894;3:d7e7:4774;4:d9e8:4731	random_pikafish_takeover	seed	case-000616	59	2	61	5	105
2ra1kbn1/3na4/1c2b3r/p5C1p/2p1p4/P5P2/2P1PC2P/9/R3A4/1NBAK1BR1 w	h0h9	2886	1:h0h9:2886;2:g6g8:2671;3:a1d1:2444;4:g6f6:2249	random_pikafish_takeover	seed	case-000617	28	2	30	2	107
2bakab2/2c1n4/1r4n2/p1p3p1r/7Pp/P1P5P/4P4/4B4/4K1C2/RNB2AC2 b	g6g5	4250	1:g6g5:4250;2:i5i4:4020;3:g7e6:4000;4:i6i7:3967	random_pikafish_takeover	seed	case-000618	61	2	63	0	105
3n3r1/3ka4/3ab1n2/2p1p3C/prb2Pp2/2B6/P1P3P2/2N1B4/5N3/R2A1K3 b	c5a7	3773	1:c5a7:3773;2:g7i6:3544;3:e8f9:3524;4:d9b8:3557	random_pikafish_takeover	seed	case-000619	75	2	77	3	107
rn1akabr1/3c4n/cC2b4/p1N3p1p/2p1p4/2P2C3/P3P1P1P/9/9/1RBAKABNR b	c5c4	-62	1:c5c4:-62;2:i8g7:-58;3:e5e4:-141;4:h9h4:-170	random_pikafish_takeover	seed	case-000620	19	2	21	4	107
r3na3/4ac2n/3kb3b/p1p3p2/4p2P1/1CP1PN3/P1N5P/Bc7/4A4/2BAK4 w	c4c5	-3156	1:c4c5:-3156;2:f4g6:-3464;3:e4e5:-3477;4:c3d1:-3569	random_pikafish_takeover	seed	case-000621	62	2	64	1	106
1n2kab2/4a2r1/9/P1p1pn2R/2b3p2/2P1C1Np1/6P2/R3B4/4A4/3K1AB2 b	f6e4	-3062	1:f6e4:-3062;2:h8f8:-3668;3:g5g4:-3820;4:h4g4:-3958	random_pikafish_takeover	seed	case-000622	77	2	79	5	106
r1baka3/8n/n3c4/2p6/2b3PRP/p1Pp5/4P4/B2AB2C1/3RK3N/5r3 b	a9a8	4738	1:a9a8:4738;2:a9b9:4630;3:d4d3:4414;4:f0i0:4341	random_pikafish_takeover	seed	case-000623	77	2	79	2	108
r1baka2r/2c1n4/5cn1b/p1p1p3p/6p2/2P4CP/P2RP1P2/4B3N/2C5R/1NBAKA3 b	e8f6	-1194	1:e8f6:-1194;2:i7g9:-1352;3:i6i5:-1432;4:g7f5:-1517	random_pikafish_takeover	seed	case-000624	27	2	29	0	106
1nbk5/9/3ab4/9/p5P2/5pP2/P1C1P4/8N/1c2A1c2/2B1KAB2 b	g1f1	2245	1:g1f1:2245;2:g1i1:2083;3:g1h1:2171;4:b1b0:2059	random_pikafish_takeover	seed	case-000625	81	2	83	3	108
3k5/4C4/2n1b2R1/1c1r2pn1/PR2P4/6P1p/3p5/8B/4AK3/5ABN1 w	b5b2	3668	1:b5b2:3668;2:b5b3:3581;3:b5b4:3523;4:h7h9:3375	random_pikafish_takeover	seed	case-000626	86	2	88	4	108
1rba1ab2/4k4/1C7/p3p2R1/2p5p/3c2p1P/2PCr4/c4K3/8N/1RBA2B2 b	a2a5	1922	1:a2a5:1922;2:a2a1:1695;3:e8e9:1682;4:e3d3:1550	random_pikafish_takeover	seed	case-000627	69	2	71	1	107
1c1akab2/3r5/n3br3/2p1R2n1/P5p2/4P1P1p/2P5P/B2AB4/7CN/1R2KA3 w	e6h6	-227	1:e6h6:-227;2:a2c4:-501;3:a2c0:-818;4:h1a1:-581	random_pikafish_takeover	seed	case-000628	76	2	78	5	107
rn1akabn1/8R/4b4/2p6/p5p1p/2C6/PcP1P1P1c/4B4/5N3/R1BAKA3 w	i8h8	2402	1:i8h8:2402;2:c4e4:2200;3:i8b8:2132;4:i8f8:2004	random_pikafish_takeover	seed	case-000629	44	2	46	2	109
2rak1bn1/4aC3/4b2R1/p3pR3/8p/P2pPnB1P/4N1P1N/1c7/9/4KAB2 w	g4e2	3460	1:g4e2:3460;2:f6f4:3181;3:g0e2:3106;4:h7h9:3022	random_pikafish_takeover	seed	case-000630	66	2	68	0	107
1nbk1abnr/2C1a4/9/p4Cp2/2P6/P4R1p1/3pP3P/N1R6/1r7/2BAKAB2 b	b1b8	-3877	1:b1b8:-3877;2:h9g7:-3931;3:i9i3:-3824;4:d9e9:-3872	random_pikafish_takeover	seed	case-000631	63	2	65	3	109
1nra1abnr/4k4/b4C3/1c2p1p1p/9/Pc6P/4P1P2/NR2B3N/4KC3/3A1AB1R w	b2b4	4174	1:b2b4:4174;2:b2d2:2679;3:f1f9:-158;4:i0h0:-270	random_pikafish_takeover	seed	case-000632	48	2	50	4	109
1nb1ka3/2C1an3/5r2b/P3p1p2/2p6/8p/2P1P1P1P/RCc2A3/1c3KR2/2B2ABN1 w	a2a1	-2214	1:a2a1:-2214;2:c8b8:-3441;3:f1e1:-3770;4:c8f8:-31999	random_pikafish_takeover	seed	case-000633	46	2	48	1	108
2ba1a1r1/3rk4/n7n/p1p1PC2p/2b4R1/2P3B2/Pc4P1P/3C1A2N/3Kc4/RN1A2B2 b	d8d2	3409	1:d8d2:3409;2:h9h5:3041;3:e1i1:48;4:e1e4:8	random_pikafish_takeover	seed	case-000634	37	2	39	5	108
rc1akabr1/n8/4b1c1n/4p3p/p1p3p2/6P2/P3P3P/N3B4/1C2K2C1/R1BA1A1NR w	g4g5	-1821	1:g4g5:-1821;2:h1i1:-1996;3:i0i1:-2194;4:a3a4:-2262	random_pikafish_takeover	seed	case-000635	18	2	20	2	110
rn1akab1r/9/b6c1/p1p1p1p1p/8c/9/P1P1P1P1P/2N5N/9/RCBAKAB1R b	i5a5	431	1:i5a5:431;2:h7e7:273;3:b9c7:246;4:b9d8:248	random_pikafish_takeover	seed	case-000636	15	2	17	0	108
3aka3/2rc3R1/bC4n2/p3p1p1p/6b2/3n2P2/P2NP3P/B2A4C/R2K5/3c2B2 w	h8d8	533	1:h8d8:533;2:h8h7:508;3:d3b4:368;4:b7b9:314	random_pikafish_takeover	seed	case-000637	60	2	62	3	110
rnba1abr1/3k5/9/2p3n2/4p3p/pc2P3P/P1PC2p1R/3AB4/N3Nc3/1R2KAB2 b	g3h3	1828	1:g3h3:1828;2:h9h6:1495;3:g6f4:1385;4:f1a1:1282	random_pikafish_takeover	seed	case-000638	59	2	61	4	110
1n1ak1b1r/6n2/r2ab1N2/4P3P/p5pc1/2p1p4/P2c2P2/B2C1A3/2R1A4/R3K1B2 w	c1c4	-2553	1:c1c4:-2553;2:g7h5:-2648;3:a0b0:-2668;4:e1f0:-2985	random_pikafish_takeover	seed	case-000639	82	2	84	1	109
4ka3/2nra4/b1P5n/p8/6p1p/4p4/9/B7B/4A1R2/RN1AK2N1 w	a2c4	4158	1:a2c4:4158;2:a2c0:4174;3:g1h1:4161;4:b0c2:4138	random_pikafish_takeover	seed	case-000640	74	2	76	5	109
2baka1nr/4n1r2/c6cb/p5p1p/4p4/P1p6/2P1P1P1P/3A5/5C3/RNB1KABNR b	c4d4	3272	1:c4d4:3272;2:g8f8:3255;3:e8d6:3166;4:h7e7:3151	random_pikafish_takeover	seed	case-000641	17	2	19	2	111
1C2kabn1/4a4/r1n5r/p1p3p1p/1R4bC1/P3pcP2/2P5P/6N1B/4K4/1NBA1c2R b	c6c5	3892	1:c6c5:3892;2:f0c0:3856;3:f0f3:2134;4:f0f2:2008	random_pikafish_takeover	seed	case-000642	41	2	43	0	109
2ba1ab2/4rkn2/n2C5/p8/2p2r2p/P1B6/2P5P/5R2N/4c4/RN1AK1B2 w	f2f5	31998	1:f2f5:31998;2:a0a2:3637;3:d7d8:2454;4:f2e2:-2639	random_pikafish_takeover	seed	case-000643	64	2	66	4	111
1nbakab2/C7r/cC6c/2p4R1/P7p/2P1p4/4P1p1n/N8/2R1N4/2BAKAB2 w	a8a9	3178	1:a8a9:3178;2:a8h8:2849;3:a2b4:2731;4:a5a6:2725	random_pikafish_takeover	seed	case-000644	60	2	62	3	112
1rbckabn1/4a3r/7c1/2p4Cp/p8/4P4/P1P2p2P/N2RB4/4N4/1R1AKAB2 b	b9b0	1483	1:b9b0:1483;2:b9a9:537;3:h7b7:142;4:f3f2:-1	random_pikafish_takeover	seed	case-000645	63	2	65	1	110
4ka1n1/2C6/n3ba2P/9/p3N1p2/2p1p4/P3P1P2/1c2B4/9/R2AK1BR1 w	c8i8	9999	1:c8i8:9999;2:c8h8:9999;3:a0b0:9999;4:c8a8:9999	random_pikafish_takeover	seed	case-000646	70	2	72	5	110
C4Cbnr/4ak3/b8/7cp/n1p1p1p2/2P6/P3P1P2/N2A5/R2R5/1cB1KABN1 w	d1d0	4092	1:d1d0:4092;2:e0e1:3640	random_pikafish_takeover	seed	case-000647	50	2	52	2	112
3a1kb2/4C4/n3b4/7PP/2P6/1c1p2B2/2r1P4/N8/4A4/2BAK3R w	a2c3	3646	1:a2c3:3646;2:i0f0:3624;3:e8i8:3239;4:e8h8:3117	random_pikafish_takeover	seed	case-000648	90	2	92	0	110
2bakabn1/7r1/5n3/P1p3p2/1r4c2/3CpCP1p/2P5P/8B/2R1AN3/1NBA1K3 b	g5f5	5087	1:g5f5:5087;2:g5c5:4804;3:g5i5:4663;4:g5e5:4437	random_pikafish_takeover	seed	case-000649	51	2	53	4	112
2bk1abR1/5r3/5a1C1/2p1p4/p1P5p/3nP1B1P/P3c1P2/3R5/4A4/2BAK4 w	e1f2	4052	1:e1f2:4052;2:e1f0:3909;3:c0e2:3815;4:g4e2:3677	random_pikafish_takeover	seed	case-000650	44	2	46	3	113
2ba1abC1/3kn4/3r5/4p1p2/3n1P3/1pB1P3R/7c1/1c6B/4A4/1N2KA3 b	d5c3	4604	1:d5c3:4604;2:b4c4:4566;3:h3e3:4533;4:g6g5:4184	random_pikafish_takeover	seed	case-000651	77	2	79	1	112
rnCakar2/9/2c6/p7p/4p1pn1/4P3P/P1P3P1R/1c2B4/9/RNBAKA1N1 b	e9e8	45	1:e9e8:45;2:d9e8:-1964	random_pikafish_takeover	seed	case-000652	27	2	29	5	111
1n2kab1r/1c3c3/r2ab1n2/2p1p3p/p8/P5B2/2P1P3P/1CN3N1C/2R6/3AKAB1R b	b9d8	21	1:b9d8:21;2:i9h9:20;3:a5a4:17;4:f9e8:5	random_pikafish_takeover	seed	case-000653	33	2	35	2	113
1n1a1ab2/r2k5/4b3n/1cp1p1p2/p1P3r1p/P1B6/2N3P1R/2C3NC1/4A4/2B1KA3 w	i3h3	-1137	1:i3h3:-1137;2:g3g4:-1159;3:h2h8:-1765;4:c3e2:-1773	random_pikafish_takeover	seed	case-000654	40	2	42	0	111
1nbaka1nr/1r7/3c4b/p1p3p1p/9/2P1P3P/P5P2/9/2N1A4/R1B1K1BNR b	f9e8	3085	1:f9e8:3085;2:h9g7:3069;3:d7e7:3047;4:h9f8:3041	random_pikafish_takeover	seed	case-000655	19	2	21	4	113
rn1k4r/9/b2cb4/p1p1p1p2/8p/6P1P/P3P4/4C3R/1c7/2BAKABNR w	i0i1	1944	1:i0i1:1944;2:e2e6:1735;3:i2i1:1527;4:e2b2:754	random_pikafish_takeover	seed	case-000656	28	2	30	3	114
3k5/5c3/r2a1a2b/p3p1p2/6b1p/2p1P1B2/N1n3P2/5AN2/2CKA2R1/2B4r1 w	a3c2	-9999	1:a3c2:-9999;2:c1c2:-9999;3:d1d2:-31999	random_pikafish_takeover	seed	case-000657	90	2	92	1	113
1nbakab2/8r/r5n2/p1pC2p1p/4p4/9/P1P1P1P1P/B6C1/R7R/1N1cKABc1 b	i8d8	3453	1:i8d8:3453;2:a7d7:3434;3:d0f0:3346;4:i8f8:3119	random_pikafish_takeover	seed	case-000658	19	2	21	5	112
1n1ak3r/4a2C1/8n/2p3pC1/p1b1pP3/P7P/R1P1P4/2c3N1B/5K2R/2BA4c b	i0c0	-4013	1:i0c0:-4013;2:i9i8:-4150;3:a5a4:-4234;4:i0i2:-4296	random_pikafish_takeover	seed	case-000659	53	2	55	2	114
r1baka1r1/9/b1n3n2/p1p1p1C1p/2P5P/9/P3P1P2/5c3/R2K2C2/1NBA1ABNR b	a9b9	-624	1:a9b9:-624;2:h9h1:-1371;3:c6c5:-1286;4:f2h2:-1580	random_pikafish_takeover	seed	case-000660	31	2	33	0	112
rn1k1ab2/4ar3/bC4n2/p3p1p1p/2p6/7CP/2P1c1P2/B5R2/6N2/1R1AKAB2 b	d9e9	2	1:d9e9:2;2:e3e5:1;3:g6g5:-1;4:b9d8:-9	random_pikafish_takeover	seed	case-000661	35	2	37	4	114
3a1abnr/r4k3/1CC1b4/p5p1p/4p4/1R4P2/P1P1P2cP/2N6/3c5/R1BAKABN1 w	a0a1	4131	1:a0a1:4131;2:a0b0:4058;3:b7b8:3982;4:g4g5:3905	random_pikafish_takeover	seed	case-000662	54	2	56	3	115
rn1akab1r/9/4b4/pC2p1p1p/2p2c3/4P4/P1P3P1P/8B/5R3/1cBAKA1NR b	b0b5	2619	1:b0b5:2619;2:f5h5:2417;3:f5d5:2391;4:f5i5:2350	random_pikafish_takeover	seed	case-000663	23	2	25	1	114
2ba1a2r/3c5/1PC1k4/5n3/p2R2bC1/8P/P2p3p1/4R4/4A1N2/2BA1KB2 b	e7f7	-31995	1:e7f7:-31995;2:d3e3:-31995;3:f6e4:-31999	random_pikafish_takeover	seed	case-000664	79	2	81	5	113
1nb1kabn1/4a4/9/1rr1p1p1p/P1p6/4PC3/2P3P1P/5A2B/1N2A2R1/4K1BNc b	b6b1	4692	1:b6b1:4692;2:e6e5:4107;3:c6c7:3968;4:b6b2:3787	random_pikafish_takeover	seed	case-000665	81	2	83	2	115
4k1b2/1C1na3r/b2a4n/4p3p/p1p1C4/P1P3P1P/4P1R2/8B/1c4c2/R1BAK2N1 w	g3g1	4281	1:g3g1:4281;2:e5h5:3988;3:e5d5:3986;4:e5f5:3793	random_pikafish_takeover	seed	case-000666	60	2	62	0	113
1nb2ab2/3ka4/3r5/pc4pCp/2p1p4/9/P1P1c1P1P/3RB3R/3K5/1N1A1ABN1 w	h6h8	3924	1:h6h8:3924;2:d2d7:3917;3:d2d6:3915;4:e2g4:2279	random_pikafish_takeover	seed	case-000667	32	2	34	4	115
rn1aka2r/2R6/b7b/p3pC3/2c5p/P4p3/2PpP1c2/6n1N/R5C2/1NBAKAB2 b	c5c0	4476	1:c5c0:4476;2:b9c7:2905;3:g3g1:2884;4:g3f3:2122	random_pikafish_takeover	seed	case-000668	37	2	39	3	116
2ba1k2r/4a4/4b3n/p5p1p/1rp1p4/P1c3B2/2N1P1c1P/9/2R6/3AKABNR w	g4e2	-3484	1:g4e2:-3484;2:c1b1:-3650;3:i0i1:-3830;4:c1f1:-3837	random_pikafish_takeover	seed	case-000669	32	2	34	1	115
2bakabnr/9/r1n6/p2C2p1p/2p4c1/P8/2P1p1P1P/3R4N/4C3R/1NBAKAB2 b	c9e7	-2994	1:c9e7:-2994;2:d9e8:-3028;3:f9e8:-3118;4:g9e7:-3120	random_pikafish_takeover	seed	case-000670	37	2	39	5	114
r1bakabnr/9/2n6/4p1p1p/pcp6/P7P/2P1P1PC1/C8/8R/RNBAKABc1 b	h9g7	1853	1:h9g7:1853;2:b5b8:1700;3:h9i7:1664;4:a9b9:1658	random_pikafish_takeover	seed	case-000671	13	2	15	2	116
1nbak1b2/r3a1nCr/2c6/p1p6/2c3p1p/P3p3P/2P1P1P2/NC2B4/4A2R1/3A1KBNR b	e4e3	379	1:e4e3:379;2:a6a5:291;3:a8b8:96;4:c7f7:168	random_pikafish_takeover	seed	case-000672	37	2	39	0	114
3a1ab2/r2Ck4/n3b1n2/p1p6/P1P1P1p2/6P1p/r7R/4B4/4A4/4K1B2 b	i4i3	5276	1:i4i3:5276;2:a3a0:5244;3:a3i3:5177;4:a3a2:3917	random_pikafish_takeover	seed	case-000673	61	2	63	4	116
2bak3r/3Ra2n1/1rC2c3/p3p1p1p/2p3b2/1c2P3P/P1P3P1N/3A5/9/R1BA1KB2 w	a0b0	-4017	1:a0b0:-4017;2:c7c6:-4105;3:d8c8:-4302;4:f0e0:-4348	random_pikafish_takeover	seed	case-000674	64	2	66	3	117
5k3/3Ca2r1/5a1nb/p3p1p1p/3r2Pc1/P1P1P3P/C3c4/4B4/9/N2AKAB1R w	d0e1	-4174	1:d0e1:-4174;2:f0e1:-4236;3:e2c0:-4728;4:e2g4:-5049	random_pikafish_takeover	seed	case-000675	76	2	78	1	116
r3kn3/4a1r2/n1c2a3/6p2/p1p1p1b1p/P3c4/2P3P1P/B1N6/2C6/1R1AKABNR b	c7e7	4627	1:c7e7:4627;2:a5a4:4371;3:a7c8:4477;4:g8h8:4436	random_pikafish_takeover	seed	case-000676	49	2	51	5	115
1C1a1a3/3nk4/7r1/p1pRp3p/2b3b2/1r3c3/P1P1P1p1P/2N2K3/9/2BA1ABNR w	h0g2	-3873	1:h0g2:-3873;2:f2e2:-4042;3:i0i2:-4072;4:b9b8:-5190	random_pikafish_takeover	seed	case-000677	44	2	46	2	117
r1ba1k3/4a4/4b3n/1CP3p2/p3p3p/2Bc3c1/4P1P1P/6N1B/R3C4/1N1AKA2R w	i0h0	5258	1:i0h0:5258;2:e1e5:5074;3:i0i1:5002;4:g3g4:4903	random_pikafish_takeover	seed	case-000678	42	2	44	0	115
r1bak4/3R5/2n1ban2/4p1p1C/2p6/1NP1P1P1p/P4C3/B3B2r1/4A4/3K1A2R b	a9a3	-2140	1:a9a3:-2140;2:c5c4:-2155;3:g7i6:-2322;4:h2h3:-2430	random_pikafish_takeover	seed	case-000679	71	2	73	4	117
4ka3/4a4/n3b3c/4n3p/p2Pp1b2/P1p3B2/1C4P2/1R6B/9/1NrAKA1N1 w	d5d6	-176	1:d5d6:-176;2:a4a5:-382;3:b3b7:-496;4:g4e2:-729	random_pikafish_takeover	seed	case-000680	78	2	80	3	118
2bk1abn1/r3a4/n8/2p1CPp1p/9/P1B1Pr3/2P5P/2N6/4A2R1/RNBAKc3 b	f0f6	-1083	1:f0f6:-1083;2:f0i0:-1567;3:f0g0:-2205;4:f4f6:-2299	random_pikafish_takeover	seed	case-000681	39	2	41	1	117
2bak1b1r/4ac2n/n8/2pr4p/p3p1C2/2P2C3/Pc2P1P1P/2N6/4R4/2BAKABNR w	g5a5	-63	1:g5a5:-63;2:e1b1:-63;3:i0i1:-75;4:g0e2:-79	random_pikafish_takeover	seed	case-000682	42	2	44	2	118
1n2kab1r/4a3n/4b4/1cp1pcp1p/p3P4/2P1C4/P4CP1P/2NR5/8N/R1BAKAB2 w	e4e6	4844	1:e4e6:4844;2:e5d5:4675;3:e5f5:4567;4:e5e6:4429	random_pikafish_takeover	seed	case-000683	50	2	52	0	116
2ba1ab2/1r2kn3/9/p1pc2p1p/2P4P1/4p1B1P/P3P4/1r1c5/4C4/1NBAK2N1 b	c6c5	9999	1:c6c5:9999;2:e8e9:9999;3:d6e6:9999;4:d2d3:9999	random_pikafish_takeover	seed	case-000684	65	2	67	4	118
rn1akabnr/9/b8/p3p1p1p/1Cp6/6P1P/P1P1P4/5CR2/3cA4/RNBAK1cN1 b	b9c7	-758	1:b9c7:-758;2:g0d0:-1344;3:g0g1:-1512;4:d1d7:-1632	random_pikafish_takeover	seed	case-000685	19	2	21	5	117
R2ak1bnr/9/b2a5/p3pc2p/6p2/2p1P4/P1P3P1P/N3B4/1C1c5/2BAKA1NR w	a9a7	4392	1:a9a7:4392;2:c3c4:4396;3:i0i1:4363;4:e2c4:4328	random_pikafish_takeover	seed	case-000686	30	2	32	3	119
1nbakabn1/9/4c2r1/p1p1p1p1p/9/P8/1cPrP1PCP/N3C3B/8R/R1BAKA1N1 w	i1h1	-314	1:i1h1:-314;2:a0b0:-362;3:h0g2:-1472;4:h0f1:-1702	random_pikafish_takeover	seed	case-000687	18	2	20	1	118
Cn1ak1b1r/P3a3c/5R2n/2p3p2/6bCp/1NP3p1P/1R2P4/3Ac4/9/2BA1K1N1 b	e8f7	-3993	1:e8f7:-3993;2:g9e7:-4490;3:i7h5:-4562;4:i9h9:-4720	random_pikafish_takeover	seed	case-000688	77	2	79	2	119
1n1aka3/3n3r1/b1c5b/2r6/p3p1p2/cCp3P1R/P1PRP4/5C2N/4A4/1NB1KAB2 w	a3a4	509	1:a3a4:509;2:i4i7:486;3:c3c4:201;4:d3d5:16	random_pikafish_takeover	seed	case-000689	74	2	76	0	117
1n1a1ab2/4nkr2/4b3P/1r2p4/6p2/p5P2/9/B1NA1A1NB/7R1/5K1c1 b	h0h2	4285	1:h0h2:4285;2:e8c7:4134;3:h0i0:4110;4:b6b2:4105	random_pikafish_takeover	seed	case-000690	83	2	85	4	119
2ba1a1n1/4k4/9/prp3p2/2b1p2R1/6Pc1/P1P1P2CP/6N2/2N1A4/2B1KAB2 w	h5h8	5616	1:h5h8:5616;2:g2h4:5401;3:h5h9:5289;4:c1d3:5077	random_pikafish_takeover	seed	case-000691	66	2	68	5	118
2bak1b1r/4a4/2n6/6p2/2pn5/6P1c/2P2C3/c1R1B1p1N/3NA4/C2A1K3 w	c2a2	-219	1:c2a2:-219;2:f3e3:-2225;3:e2g0:-2618;4:i2h4:-2709	random_pikafish_takeover	seed	case-000692	82	2	84	3	120
1nb2a3/5k3/3a4b/2p5p/1r2c1P2/p1B1R3P/PCP6/8B/3NA4/4KAR2 b	e5e7	-4500	1:e5e7:-4500;2:f8e8:-4685;3:i7g5:-4718;4:e5e8:-4809	random_pikafish_takeover	seed	case-000693	81	2	83	1	119
2b3b1r/4k4/3C1R2n/8p/r1pC2p2/1R1p2B1P/p3P1P1c/B2A2N2/9/3A1K3 w	b4b8	31998	1:b4b8:31998;2:d5e5:31997;3:d5a5:31997;4:f7f8:31997	random_pikafish_takeover	seed	case-000694	48	2	50	4	120
1nCk3n1/4a4/8b/2pc1Pp2/6C2/PRPN4P/4r1P2/B8/4A4/R2AK1B2 b	d9e9	-9999	1:d9e9:-9999;2:e3g3:-9999;3:i7g5:-9999;4:h9f8:-9999	random_pikafish_takeover	seed	case-000695	61	2	63	2	120
3k1a1n1/4nr3/3rba2b/2p3p1p/4P4/p5P1P/2P4CC/N2AB3B/4K1N2/R4A3 w	g1f3	968	1:g1f3:968;2:a2c1:796;3:e1e0:751;4:c3c4:274	random_pikafish_takeover	seed	case-000696	66	2	68	0	118
2bak1b2/N7r/3an4/p7p/7c1/2pcP1P2/PCNC4P/B7B/1R2K3R/3A1A3 w	a8c9	4305	1:a8c9:4305;2:a8b6:4136;3:d3e3:4133;4:b3b9:4098	random_pikafish_takeover	seed	case-000697	64	2	66	5	119
1nbakab1r/r6C1/9/p3p3p/2p3pc1/6P2/P1c1P3P/R4A2R/7C1/1NBAK1BN1 b	g5g4	-13	1:g5g4:-13;2:i9h9:-115;3:a8g8:-149;4:a8b8:-306	random_pikafish_takeover	seed	case-000698	17	2	19	3	121
3akabc1/3C2n2/1r7/rCp5p/p1b1p1p2/4P4/P1P2NP1P/NR2B4/9/2BAKA2R w	f3g5	4146	1:f3g5:4146;2:b6i6:4135;3:i0h0:3956;4:d8d6:4027	random_pikafish_takeover	seed	case-000699	48	2	50	1	120
